"ToyDescription","BrandId","SalesPrice","PurchasePrice","VendorName","VendorId"
"Operation Jake & the Neverland Pirates",56936,21.99,14.7,"Hasbro",24967
"TONKA REAL RUGGED DUMP TRUCK",3092,59.95,41.88,"Hasbro",24967
"Transformers Robots in Disguise 3-Step Changers Night Ops Bumblebee Figure",75756,21.99,15.3,"Hasbro",24967
"STAR WARS Jedi Force PLAYSKOOL HEROES LANDSPEEDER with LUKE SKYWALKER",17240,14.99,10.36,"Hasbro",24967
"FURBY (Pink/Teal)",5073,124.46,85.28,"Hasbro",24967
"KRE-O BATTLESHIP BOAT MINE STRYKER Set",41769,84.99,57.05,"Hasbro",24967
"Play-Doh Starter Set",10488,11.99,8.43,"Hasbro",24967
"TONKA CHUCK & FRIENDS RACE ALONG CHUCK",63704,47.99,32.51,"Hasbro",24967
"Transformers Construct-Bots Elite Class Smokescreen Buildable Action Figure",63007,16.99,11.51,"Hasbro",24967
"Nerf FireVision Sports Baseball Set",30700,19.99,14.03,"Hasbro",24967
"BeyRaiderz Starter Pack Ronin Dragoon",89405,14.99,10.38,"Hasbro",24967
"Playskool Heroes Marvel Super Hero Adventures Spider-Man Pack",25678,39.99,28.27,"Hasbro",24967
"BABY ALIVE Doll Juice Pack",66231,9.99,6.83,"Hasbro",24967
"Star Wars The Clone Wars Battle Packs: Jedi Showdown",23705,27.92,19.35,"Hasbro",24967
"My Little Pony Explore Equestria Rainbow Dash Winning Kick Set",4417,3.93,2.77,"Hasbro",24967
"Star Wars Anakin's Jedi Starfighter",5446,47.3,32.44,"Hasbro",24967
"STAR WARS THE CLONE WARS BARRISS OFFEE",27263,132.49,92.33,"Hasbro",24967
"Transformers Construct-Bots Elite Class Wheeljack and Soundwave Buildable Action Figures",31765,34.95,23.38,"Hasbro",24967
"Transformers Age of Extinction Dinobot Slug One-Step Changer",98020,10.99,7.54,"Hasbro",24967
"Star Wars Episode VII Nerf Super Soaker Han Solo Blaster",53611,14.99,10.43,"Hasbro",24967
"STAR WARS THE CLONE WARS SEPARATIST DROID Speeder with BATTLE DROID Set",65665,113.95,77.76,"Hasbro",24967
"DohVinci Halloween Kit",50081,6.99,4.79,"Hasbro",24967
"Transformers Generations Legends Class Bumblebee & Blazemaster Figures",39246,11.99,8.25,"Hasbro",24967
"Playskool Transformers Rescue Bots Boulder the Construction-Bot Figure",82604,19.99,13.73,"Hasbro",24967
"Marvel Universe Marvel's Mysterio Figure",92563,11.99,8.31,"Hasbro",24967
"FURBY Frames (Orange and Purple)",25107,6.81,4.76,"Hasbro",24967
"Bop It R2-D2 Game",17346,16.99,12.11,"Hasbro",24967
"Marvel Iron Man 3 Avengers Initiative Assemblers Battle Vehicle",47753,21.99,15.17,"Hasbro",24967
"Jurassic World Indominus Rex vs. Velociraptor Mash Pack",64642,29.99,20.16,"Hasbro",24967
"Transformers Age of Extinction Generations Deluxe Class Scorn Figure",18140,23.99,16.89,"Hasbro",24967
"Star Wars Return of the Jedi General Lando Calrissian",20998,19.99,13.7,"Hasbro",24967
"Littlest Pet Shop Get the Pets Single Pack Gerry Goldman",46459,1.95,1.36,"Hasbro",24967
"Marvel Universe: Spider-Man",8149,37.49,25.97,"Hasbro",24967
"FURBY Frames (Blue and Pink)",93543,10.99,7.66,"Hasbro",24967
"Marvel Guardians of the Galaxy Galactic Battlers Groot Figure",38168,10.99,7.52,"Hasbro",24967
"Star Wars The Empire Strikes Back 3.75-Inch Figure Snow Mission Darth Vader",38971,19.99,13.33,"Hasbro",24967
"Spider-Man - Spider Vision Spider-Man",38673,21.99,15.54,"Hasbro",24967
"BEYBLADE METAL MASTERS GALAXY PEGASUS Top",32969,11.99,8.43,"Hasbro",24967
"Marvel Guardians of the Galaxy Galactic Battlers Drax Figure",61958,10.99,7.36,"Hasbro",24967
"Marvel Infinite Series Marvel's Vulture",38562,19.99,14.13,"Hasbro",24967
"TRANSFORMERS DELUXE BRUTICUS COMBINER",16162,18.99,13.25,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Slingers Spidey Shot Web Fluid Refill (Blue)",48670,10.13,6.88,"Hasbro",24967
"Play-Doh Marvel Can-Heads Featuring Spider-Man and Green Goblin",96389,9.99,6.81,"Hasbro",24967
"Play-Doh Doctor Kit Featuring Doc McStuffins",72768,8.5,5.95,"Hasbro",24967
"NERF N-STRIKE STAMPEDE ECS",94835,59.99,40.81,"Hasbro",24967
"Jurassic World Bashers & Biters Ankylosaurus Figure",33620,11.99,8.28,"Hasbro",24967
"Marvel Avengers Age of Ultron Captain America Vs. Sub-Ultron 002 Figure Pack",363,2.99,2.04,"Hasbro",24967
"Transformers Robots in Disguise Mini-Con Beastbox Figure",79085,9.44,6.41,"Hasbro",24967
"Playskool Friends My Little Pony Rainbow Dash Friendship Bus",20267,14.99,10.58,"Hasbro",24967
"THE GAME OF LIFE 50th Special Anniversary Edition",53631,69.94,48.89,"Hasbro",24967
"Marvel Amazing Spider-Man 2 Spider Strike Shock Surge Spider-Man Figure",71414,10.99,7.45,"Hasbro",24967
"Star Wars The Black Series 6-Inch Resistance Trooper",7337,21.99,14.94,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Keena Catley & Honeybelle Catley",80958,9.99,7.08,"Hasbro",24967
"Nerf Zombie Strike 10 Disc Refill",25494,6.99,4.77,"Hasbro",24967
"Play-Doh Marvel Can-Heads Featuring Spider-Man and Green Goblin",38004,9.99,6.77,"Hasbro",24967
"SCRABBLE Turbo Slam! Game",48518,19.99,14.13,"Hasbro",24967
"Marvel Avengers Age of Ultron Scarlet Witch vs. sub-Ultron 008",94102,8.99,6.18,"Hasbro",24967
"Star Wars Hero Mashers Jedi Speeder and Anakin Skywalker",35221,21.99,15.17,"Hasbro",24967
"TONKA BOUNCE BACK RACER (Blue and Green)",6084,39.99,26.93,"Hasbro",24967
"Marvel Ultimate Spider-Man Blast 'N Go ATV Vehicle",2091,10.99,7.58,"Hasbro",24967
"Transformers Generations 30th Anniversary Voyager Class Autobot Whirl Figure",13061,24.99,17.63,"Hasbro",24967
"STAR WARS FIGHTER PODS Series 3 Rampage Battle Game",18248,7.99,5.52,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Agent Venom Basic Figure",62366,9.99,6.89,"Hasbro",24967
"Disney Pop-Up Magic Enchanted Mini Game Featuring Rapunzel",28028,4.89,3.33,"Hasbro",24967
"Marvel Legends Infinite Series Maidens of Might Figure",71114,28.61,20.15,"Hasbro",24967
"CANDY LAND Castle Game",33597,22.99,15.6,"Hasbro",24967
"Marvel Legends Series Comic 2-Pack Shield-Wielding Heroes",17682,23,15.73,"Hasbro",24967
"MARVEL Universe EPIC HEROES MARVEL LEGENDS IRON MAN Figure",66116,19.99,13.66,"Hasbro",24967
"MARVEL Greatest Battles Comic Packs: SPIDER-MAN and CAPTAIN BRITAIN Pack",57926,12.99,9.01,"Hasbro",24967
"BeyRaiderz Pirate Orochi Vehicle",31412,10.99,7.5,"Hasbro",24967
"BeyRaiderz Pirate Orochi Vehicle",46445,10.99,7.49,"Hasbro",24967
"Transformers Generations Deluxe Class Goldfire Figure",60643,16.99,11.83,"Hasbro",24967
"Twister Rave Skip-It Game (Black)",55367,22.99,15.73,"Hasbro",24967
"Marvel Guardians of the Galaxy Iron Man Figure",50958,21.99,14.81,"Hasbro",24967
"Transformers Clash of the Transformers 3-Step Changers Optimus Prime Figure",63282,78.49,52.92,"Hasbro",24967
"Disney Princess Little Kingdom Rapunzel's Floating Dreams Boat",72756,12.99,8.77,"Hasbro",24967
"Transformers Construct-Bots Triple Changers Blitzwing Buildable Action Figure",489,9.89,7.06,"Hasbro",24967
"Disney Frozen Little Kingdom Elsa & Throne",42396,11.99,8.22,"Hasbro",24967
"Littlest Pet Shop Seaside Fun",51013,15.99,10.7,"Hasbro",24967
"Transformers Age of Extinction Dinobot Slash One-Step Changer",78991,10.99,7.79,"Hasbro",24967
"STAR WARS THE CLONE WARS CLONE COMMANDER Fox Figure",71826,19.99,13.6,"Hasbro",24967
"Marvel Super Hero Mashers Hulk Vs. Loki Mash Pack",10310,29.99,21.38,"Hasbro",24967
"Marvel Avengers Age of Ultron Captain America Mask",67673,26.99,18.86,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Slingers Spidey Shot Web Fluid Refill (Dark Blue)",56617,10.13,6.76,"Hasbro",24967
"Yo-kai Watch Yo-kai Medallium Collection Book",39195,14.99,10.45,"Hasbro",24967
"Transformers Robots in Disguise Warrior Class Strongarm Figure",51522,29.99,20.44,"Hasbro",24967
"Littlest Pet Shop Pet Tales",80412,11.99,8.18,"Hasbro",24967
"LITE BRITE FOUR-SHARE CUBE Playset",20155,29.99,20.55,"Hasbro",24967
"Disney Frozen Little Kingdom Anna Coronation Outfit",81347,6.99,4.75,"Hasbro",24967
"Marvel Avengers Assemble Iron Man Figure",78387,10.99,7.62,"Hasbro",24967
"Marvel Avengers Infinite Series Hulk Figure",89764,14.99,10.54,"Hasbro",24967
"Beyblade Metal Fury Hyperblades Hyper-Strike Battle Set",14540,34.99,24.75,"Hasbro",24967
"PLAY-DOH Disney Princess Spin & Style Cinderella Set",27382,50,34.67,"Hasbro",24967
"NERF N-STRIKE NITE FINDER EX-3",99025,29.95,20.06,"Hasbro",24967
"Transformers Generations Legends Class Flanker and Swerve Figures",42250,11.99,8.05,"Hasbro",24967
"Marvel Captain America: Civil War Iron Man Mask",56086,9.62,6.66,"Hasbro",24967
"Nerf Rebelle Blue Crush Soaker",61052,14.99,10.7,"Hasbro",24967
"G.I. JOE RETALIATION NINJA DUEL SNAKE EYES Figure",58650,10.99,7.81,"Hasbro",24967
"NERF VORTEX NITRON Blaster",4445,54.99,37.02,"Hasbro",24967
"Furby Furbling Creature (Stripes)",70805,21.99,15.54,"Hasbro",24967
"My Little Pony Equestria Girls Minis Pinkie Pie Doll",95239,8.99,6.4,"Hasbro",24967
"Transformers Prime Beast Hunters Voyager Class Optimus Prime",91631,27.99,18.98,"Hasbro",24967
"Marvel The Amazing Spider-Man 2 Wall Sticking Spider-Man Figure",99783,135,95.19,"Hasbro",24967
"G.I. Joe Retaliation Firefly Figure",22983,10.99,7.65,"Hasbro",24967
"NERF VORTEX PYRAGON",61264,59.99,40.29,"Hasbro",24967
"Jurassic World Brawlasaurs Carnoraptor Figure",58367,15.97,10.92,"Hasbro",24967
"Transformers Generations Voyager Class Roadbuster Figure",74230,24.99,17.34,"Hasbro",24967
"My Little Pony Equestria Girls Indigo Zap Sporty Style Motocross Doll",34151,21.99,15.31,"Hasbro",24967
"Yo-kai Watch Plush Figures Blazion",20309,11.99,8.22,"Hasbro",24967
"Transformers Age of Extinction Bumblebee 12-Inch Figure",67749,10.99,7.83,"Hasbro",24967
"Star Wars AT-DP Vehicle",19708,24.99,16.83,"Hasbro",24967
"Play-Doh Star Wars Luke Skywalker and Snowtrooper Can-Heads",19630,7.99,5.61,"Hasbro",24967
"Disney Frozen Coronation Change Anna",91285,19.99,13.38,"Hasbro",24967
"Marvel Battle Masters Iron Man Figure",97012,16.99,11.71,"Hasbro",24967
"Littlest Pet Shop Get the Pets Single Pack Buttery Greenfield",54253,6.99,4.84,"Hasbro",24967
"STAR WARS YODA'S JEDI ATTACK FIGHTER Vehicle with YODA and SUPER BATTLE DROID Figures",23379,21.99,15.21,"Hasbro",24967
"KRE-O Transformers Age of Extinction Custom KREON Crosshairs Set",43285,69.99,49.37,"Hasbro",24967
"Disney Princess Royal Shimmer Merida Doll",32572,11.56,7.98,"Hasbro",24967
"My Little Pony Equestria Girls Sunny Flare Friendship Games Doll",59065,14.99,10.09,"Hasbro",24967
"STAR WARS LUKE SKYWALKER ULTIMATE FX LIGHTSABER",55922,119.99,83.57,"Hasbro",24967
"STAR WARS THE CLONE WARS - 12 Pack",22850,9.5,6.63,"Hasbro",24967
"FURBY (Plum)",58721,88.87,60.53,"Hasbro",24967
"Playskool Mr. Potato Head Little Taters Big Adventures Fire Rescue Spud Figure",9619,11.99,8.35,"Hasbro",24967
"Star Wars Mission Series Utapau Pack",96714,10.99,7.39,"Hasbro",24967
"Kre-O Star Trek Spock's Volcano Mission Construction Set",54674,19.99,13.34,"Hasbro",24967
"Marvel Legends Infinite Series Ant-Man",66441,21.99,15.19,"Hasbro",24967
"Star Wars The Force Awakens 3.75-Inch Figure Space Mission Resistance Trooper",70638,14.99,10.38,"Hasbro",24967
"NERF DART TAG Official Competition Jersey (Small Orange)",51346,43,29.31,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Optimus Primal Figure",56561,38.98,27.32,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Web Slingers Agent Venom Figure",5325,10.99,7.77,"Hasbro",24967
"AVN ULTRON MARK 1 VS IRON LEGION",61485,49.99,34.82,"Hasbro",24967
"STAR WARS NABOO ROYAL FIGHTER Vehicle with OBI-WAN KENOBI Figure",51244,19.99,13.86,"Hasbro",24967
"NERF VORTEX Ammo Belt Kit",85723,17.99,12.12,"Hasbro",24967
"Littlest Pet Shop Get the Pets Single Pack Orna Curley",60541,6.99,4.77,"Hasbro",24967
"BEYBLADE METAL MASTERS PERFORMANCE TOP SYSTEM POISON VIRGO Top",92115,19.18,13.22,"Hasbro",24967
"New Furby Boom (Pink Cubes)",83172,64.99,43.36,"Hasbro",24967
"Transformers Generations Deluxe Class Waspinator Figure",41132,16.99,12.05,"Hasbro",24967
"Transformers Hero Mashers Jetfire Figure",28743,10.99,7.68,"Hasbro",24967
"Nerf Modulus Long Range Barrel Upgrade",83237,12.84,8.83,"Hasbro",24967
"My Little Pony Friendship is Magic Collection Sweet Apple Juice Stand Set",37191,10.99,7.81,"Hasbro",24967
"Marvel Legends Series Comic 2-Pack Defenders of Asgard",28312,18.99,13.53,"Hasbro",24967
"Play-Doh Color Sticks Ultimate Rainbow Pack",70632,24.99,17.56,"Hasbro",24967
"Transformers Generations Voyager Class Grimlock Figure",20447,26.99,19.14,"Hasbro",24967
"Transformers Generations Voyager Class Grimlock Figure",14310,26.99,18.19,"Hasbro",24967
"Super Hero Mashers Wolverine",89117,10.99,7.69,"Hasbro",24967
"BEYWHEELZ W-33 RAIDER SKULL REX Battler",65634,11.99,8.01,"Hasbro",24967
"Disney Frozen Anna's Magical Story Cape",99188,19.99,13.38,"Hasbro",24967
"TRANSFORMERS Generations FALL OF CYBERTRON Series 1 SOUNDWAVE Figure",43321,49.99,33.84,"Hasbro",24967
"TRANSFORMERS Generations FALL OF CYBERTRON Series 1 AUTOBOT JAZZ Figure",68380,14.99,10.46,"Hasbro",24967
"My Little Pony Cutie Mark Magic Pinkie Pie Figure",65399,3.43,2.39,"Hasbro",24967
"Kre-O Transformers Autobot Command Center Set",60448,44.99,30.9,"Hasbro",24967
"Star Wars Rebels Saga Legends Ezra Bridger Figure",42944,8.99,6.25,"Hasbro",24967
"Transformers Robots in Disguise 1-Step Changers Patrol Mode Strongarm Figure",96499,10.99,7.47,"Hasbro",24967
"LITE-BRITE Flat Screen (Pink)",58193,12.99,8.66,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Pierre de Long & Siesta Perez",68329,5.48,3.67,"Hasbro",24967
"Marvel Avengers Super Hero Mashers Ultimate Avengers Set",84791,21.99,15.55,"Hasbro",24967
"My Little Pony Equestria Girls Rarity Friendship Games Doll",94892,14.99,10.19,"Hasbro",24967
"Play-Doh Perfect Twist Ice Cream Playset",95976,21.99,14.8,"Hasbro",24967
"ANGRY BIRDS STAR WARS MILLENNIUM FALCON Bounce Game",55652,21.99,15.64,"Hasbro",24967
"NERF DART TAG SPEEDLOAD 6 Blaster",74046,22.99,15.69,"Hasbro",24967
"MARVEL Universe EPIC HEROES MARVEL LEGENDS DEADPOOL Figure",83426,19.99,14.01,"Hasbro",24967
"PLAYSKOOL ALPHIE Booster Pack - Numbers",74566,9.99,7.13,"Hasbro",24967
"BEYBLADE METAL FUSION BOLT BLAST STADIUM",4310,99.95,67.24,"Hasbro",24967
"Star Wars Episode VII Fifth Brother Inquisitor",18954,22.5,15.73,"Hasbro",24967
"Disney Frozen Icicle Canopy Bed Set",92076,14.99,10.18,"Hasbro",24967
"THE AMAZING SPIDER-MAN WEB LAUNCHERS Sewer Slingshot",64584,6,4.27,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Spider-Man Color Shock Slinger",82307,21.99,14.92,"Hasbro",24967
"Star Wars Mace Windu Force FX Lightsaber Collectible",75322,129.99,90.42,"Hasbro",24967
"Transformers Robots in Disguise Tiny Titans Series 2 Figure",52857,4.99,3.36,"Hasbro",24967
"Star Wars The Black Series 6-Inch X-Wing Pilot Asty",75815,21.99,15.04,"Hasbro",24967
"BEYBLADE BEYWHEELZ WILD MANE LEONE",62499,13.99,9.59,"Hasbro",24967
"Playskool Heroes Star Wars Galactic Heroes Echo Base Encounter",39698,14.99,10.27,"Hasbro",24967
"Angry Birds Star Wars Jenga TIE Fighter Game",77623,26.99,18.07,"Hasbro",24967
"Marvel Hulk Mask",97349,19.99,13.83,"Hasbro",24967
"Star Wars The Force Awakens 3.75-Inch Figure Desert Mission Finn (Jakku)",9980,7.33,5.12,"Hasbro",24967
"Furby Party Rockers (Dark Blue)",93731,23.99,16.43,"Hasbro",24967
"Star Wars The Clone Wars Count Dooku and Speeder Bike",18034,16.28,11.54,"Hasbro",24967
"THE AMAZING SPIDER-MAN Glider Attack GREEN GOBLIN Figure",14771,16.99,11.77,"Hasbro",24967
"Marvel Universe Iron Man 2020",46308,6.7,4.78,"Hasbro",24967
"PLAYSKOOL POPPIN PARK ELEFUN BUSY BALL POPPER",90124,46.49,31.43,"Hasbro",24967
"Star Wars Anakin to Darth Vader Figure",89322,29.99,20.31,"Hasbro",24967
"Star Wars The Force Awakens 6-Inch Kylo Ren",86645,35.65,24.25,"Hasbro",24967
"Marvel Ultimate Spider-Man Iron Spider Mask",23847,10.99,7.37,"Hasbro",24967
"Transformers Generations Bumblebee Figure",16445,16.99,12.09,"Hasbro",24967
"Transformers Generations Deluxe Class Bumblebee Figure",51867,16.99,11.8,"Hasbro",24967
"Marvel Avengers Assemble Inferno Cannon Black Widow Figure",44412,10.99,7.69,"Hasbro",24967
"Kre-O Transformers Custom Kreon Starscream Set",3827,6.99,4.81,"Hasbro",24967
"SPIDER-MAN Monster Claw CARNAGE",69273,79.99,54.41,"Hasbro",24967
"Playskool Transformers Rescue Bots Heatwave the Rescue Dinobot Figure",49453,21.99,15.44,"Hasbro",24967
"Transformers Prime Beast Hunters Voyager Class Predaking Figure",42498,24.99,17.07,"Hasbro",24967
"Transformers Prime Beast Hunters Voyager Class Predaking Figure",41880,24.99,17.51,"Hasbro",24967
"MARVEL UNIVERSE SERIES 4 BETA-RAY BILL Figure",98800,5.36,3.65,"Hasbro",24967
"MARVEL UNIVERSE SERIES 4 BETA-RAY BILL Figure",62895,5.36,3.59,"Hasbro",24967
"B-Daman Crossfire BD-24 Thunder Leo Figure",5185,10.99,7.44,"Hasbro",24967
"STAR WARS THE PHANTOM MENACE THE VINTAGE COLLECTION QUINLAN VOS Figure",23704,14.99,10.38,"Hasbro",24967
"STAR WARS THE PHANTOM MENACE THE VINTAGE COLLECTION QUINLAN VOS Figure",57507,14.99,10.44,"Hasbro",24967
"Nerf Rebelle Heartbreaker Bow Vine",73607,24.99,17.85,"Hasbro",24967
"Twilight Sparkle and the Crystal Heart Spell Book",42787,5.99,4.07,"Hasbro",24967
"Star Wars The Clone Wars Clone Turbo Tank",88902,119.99,81.24,"Hasbro",24967
"Super Hero Mashers Thanos",70602,10.99,7.79,"Hasbro",24967
"Playskool Heroes Super Hero Adventures Astro Hulk",67056,11.99,8.54,"Hasbro",24967
"NERF VORTEX FIREFLY Tech Kit",45218,9.99,6.84,"Hasbro",24967
"LITE-BRITE TONKA Refill Set",16383,8.68,5.87,"Hasbro",24967
"STAR WARS The Vintage Collection GRAND MOFF TARKIN Figure",74983,12.99,9.11,"Hasbro",24967
"Marvel Universe: Iron Man",48019,17.68,12.54,"Hasbro",24967
"Playskool Mr. Potato Head Little Taters Big Adventures Speed Tater Figure",16624,11.99,8.36,"Hasbro",24967
"Blazing team Lightstorm Revealer Eagle yo-yo",26573,12.99,9.17,"Hasbro",24967
"Star Wars Darth Vader 12-inch Figure",55451,7.99,5.65,"Hasbro",24967
"KRE-O Transformers Robots in Disguise Optimus Prime Beast Blaster Set",40396,39.99,28.34,"Hasbro",24967
"My Little Pony Cutie Mark Magic Rarity & Friendship Flutters Figures",57858,11.99,8.07,"Hasbro",24967
"Star Wars Mission Series Figure Set (C-3PO and R2-D2)",36074,28,18.74,"Hasbro",24967
"Disney Princess Little Kingdom Classic Jasmine",75127,6.5,4.53,"Hasbro",24967
"Beyblade Legends BB-88 Meteo L-Drago LW105LF Top",90611,29.99,20.58,"Hasbro",24967
"TONKA CHUCK & FRIENDS RUMBLIN' CHUCK Vehicle",89437,44.99,30.39,"Hasbro",24967
"STAR WARS THE CLONE WARS CAPTAIN REX",91958,26.61,17.97,"Hasbro",24967
"Star Wars The Black Series Captain Rex Figure",94820,105,74.64,"Hasbro",24967
"Marvel Iron Man 3 Titan Hero Series Avengers Initiative Classic Series Iron Man Figure",86404,12.99,9.24,"Hasbro",24967
"STAR WARS THE CLONE WARS MACE WINDU Figure",4292,5.99,4.08,"Hasbro",24967
"NERF SONIC MICRO DARTS Pack (30 Darts)",44694,2.75,1.89,"Hasbro",24967
"Furby Boom (Blue Diamonds)",39670,64.99,45.33,"Hasbro",24967
"My Little Pony Cutie Mark Magic Skywishes Figure",80836,9.99,7.05,"Hasbro",24967
"Play-Doh Mix 'n Match Figure Featuring Disney Princess Aurora",41962,10.99,7.4,"Hasbro",24967
"Nerf Rebelle Pink Crush Blaster",52479,18.89,13.31,"Hasbro",24967
"TRANSFORMERS PRIME First Edition STARSCREAM Figure",10131,78.41,55.92,"Hasbro",24967
"KRE-O Dungeons & Dragons Fortress Defense Set",37560,22.99,15.37,"Hasbro",24967
"Transformers Age of Extinction Flip and Change Bumblebee Figure",80623,21.99,15.29,"Hasbro",24967
"TRANSFORMERS BOT SHOTS Battle Game 3-Pack",23166,13.99,9.82,"Hasbro",24967
"PLAY-DOH Neon Colors 4-Pack",22848,24,16.25,"Hasbro",24967
"Transformers Robots in Disguise Tiny Titans Series 3 Figure",77410,5.75,3.89,"Hasbro",24967
"Transformers Age of Extinction Lockdown Power Attacker",51525,14.99,10.39,"Hasbro",24967
"Spider-Man - Air Assault Hobgoblin",95055,12.48,8.77,"Hasbro",24967
"Marvel Ultimate Spider-Man Titan Hero Series Armored Spider-Man Figure",61475,12.99,8.98,"Hasbro",24967
"Star Wars The Clone Wars Clone Commander Thire",15617,39.99,26.85,"Hasbro",24967
"Beyblade Legends Beybattle Tops BB-122 Diablo Nemesis X:D Top",17004,11.99,8.22,"Hasbro",24967
"Play-Doh Mix 'n Match Figure Featuring Disney Princess Jasmine",70435,10.99,7.63,"Hasbro",24967
"Transformers Generations Deluxe Class Orion Pax Figure",41264,16.99,11.73,"Hasbro",24967
"Transformers Generations Legends Class Autobot Gears and Autobot Eclipse Figures",67000,11.99,8.24,"Hasbro",24967
"Star Wars The Black Series Luke Skywalker Force FX Lightsaber",35086,123.43,83.11,"Hasbro",24967
"Transformers Age of Extinction Construct-Bots Dinobots Grimlock Buildable Action Figure",17631,10.99,7.57,"Hasbro",24967
"Play-Doh Mix 'n Match Figure Featuring Disney Princess Cinderella",38870,10.99,7.34,"Hasbro",24967
"GUESS WHO? FUN ON THE RUN Game",51358,7.99,5.7,"Hasbro",24967
